,equity
2014-08-20,112943.18853284698
2014-08-21,113461.923159617
2014-08-22,113158.69752790313
2014-08-25,113492.90164472442
2014-08-26,113631.77817060333
2014-08-27,113523.36109449249
2014-08-28,113315.34508802276
2014-08-29,113795.49293042999
2014-09-02,114171.13859845977
2014-09-03,113996.36463453155
2014-09-04,114015.45642377716
2014-09-05,114349.06241132598
2014-09-08,114389.14387800079
2014-09-09,113703.27015210968
2014-09-10,114115.22987653594
2014-09-11,114259.40382673126
2014-09-12,113816.80083753448
2014-09-15,113670.39890577178
2014-09-16,114251.54529096466
2014-09-17,114556.85900403839
2014-09-18,115198.542010325
2014-09-19,115106.44584943634
2014-09-22,114407.97349836212
2014-09-23,114289.79443976076
2014-09-24,114833.11120459231
2014-09-25,113513.90791937502
2014-09-26,114225.79197522742
2014-09-29,114132.33126660925
2014-09-30,114022.86057111365
2014-10-01,113038.91739484412
2014-10-02,113291.71866437537
2014-10-03,114000.29890271765
2014-10-06,113917.8189298783
2014-10-07,112858.38957807166
2014-10-08,114107.96755811316
2014-10-09,112799.90177747351
2014-10-10,112042.37547895056
2014-10-13,111589.55988825312
2014-10-14,111828.50254572382
2014-10-15,111396.50934351435
2014-10-16,111185.44064844599
2014-10-17,112170.28699244013
2014-10-20,112539.80116022578
2014-10-21,113449.90103662958
2014-10-22,113066.65706385126
2014-10-23,113683.21303308955
2014-10-24,114041.41917932978
2014-10-27,113971.29728004473
2014-10-28,114508.50203963039
2014-10-29,113771.62154646633
2014-10-30,113670.79419203517
2014-10-31,114257.76116609052
2014-11-03,114260.76919221357
2014-11-04,114748.68228578047
2014-11-05,114986.37453126386
2014-11-06,115267.36423158125
2014-11-07,115423.41164826826
2014-11-10,115772.16878175215
2014-11-11,115722.69121980146
2014-11-12,115836.54689454511
2014-11-13,115982.63277100996
2014-11-14,115905.57762574629
2014-11-17,115795.75864076093
2014-11-18,116103.23928498701
2014-11-19,115861.64438294843
2014-11-20,115976.33395051435
2014-11-21,116404.23379182295
2014-11-24,116669.34898042158
2014-11-25,117013.50647401289
2014-11-26,117485.2564511247
2014-11-28,117542.88650178388
2014-12-01,116882.24247407392
2014-12-02,117464.8186688371
2014-12-03,117474.18861817793
2014-12-04,117565.60580110029
2014-12-05,117934.78368043379
2014-12-08,118028.51392793134
2014-12-09,117709.03330659345
2014-12-10,116755.75945710615
2014-12-11,117398.26123475507
2014-12-12,116087.35606636241
2014-12-15,115667.6839243336
2014-12-16,114888.55761207774
2014-12-17,116394.69176735118
2014-12-18,118431.32744087413
2014-12-19,118560.31358589366
2014-12-22,119020.85921730235
2014-12-23,118908.80624641612
2014-12-24,118891.68236030772
2014-12-26,118961.56323494151
2014-12-29,119040.8344599171
2014-12-30,118748.20102180674
2014-12-31,117825.72352852061
2015-01-02,117665.50206245616
2015-01-05,116418.39111580089
2015-01-06,115921.3528772755
2015-01-07,116754.9171778126
2015-01-08,118165.3767191334
2015-01-09,117431.4887567921
2015-01-12,116768.68011726573
2015-01-13,116709.83799232676
2015-01-14,116315.96598304942
2015-01-15,115633.63532509044
2015-01-16,116569.26418556407
2015-01-20,116675.16451515391
2015-01-21,116609.19101967051
2015-01-22,117861.0071741505
2015-01-23,117487.67581428721
2015-01-26,117638.3700281544
2015-01-27,116509.61864723399
2015-01-28,115551.96947731212
2015-01-29,116415.81615879748
2015-01-30,115232.41495182726
2015-02-02,116038.84872105333
2015-02-03,116874.04018833849
2015-02-04,116632.83016395767
2015-02-05,117352.54253578384
2015-02-06,117199.44464158113
2015-02-09,116836.15144394929
2015-02-10,117442.03941391999
2015-02-11,117607.26328324372
2015-02-12,117887.6153035074
2015-02-13,117639.0569767862
2015-02-17,117842.01188706452
2015-02-18,117906.16994523103
2015-02-19,118039.36436509187
2015-02-20,118561.03789567048
2015-02-23,118114.35863541657
2015-02-24,118477.97918747956
2015-02-25,118569.35027867727
2015-02-26,118559.12067967825
2015-02-27,118024.224538626
2015-03-02,118266.01146489554
2015-03-03,117851.71587163382
2015-03-04,117683.24122411184
2015-03-05,118023.00333959036
2015-03-06,117221.3326624053
2015-03-09,117458.25194341116
2015-03-10,115999.83658391409
2015-03-11,115985.07694202411
2015-03-12,116987.60672718036
2015-03-13,116353.86152606952
2015-03-16,117138.09922748554
2015-03-17,117012.89932971942
2015-03-18,117849.49505573261
2015-03-19,117775.63417774189
2015-03-20,118329.75378375995
2015-03-23,118366.90509672131
2015-03-24,118024.53162260022
2015-03-25,117034.61942167248
2015-03-26,116830.74201053129
2015-03-27,117105.08249515043
2015-03-30,117857.8735565518
2015-03-31,117127.59422915922
2015-04-01,116773.21390384184
2015-04-02,116888.95123904692
2015-04-06,117267.77235263334
2015-04-07,117036.5556167935
2015-04-08,117181.36538688916
2015-04-09,117390.4025649287
2015-04-10,117507.99291221875
2015-04-13,117500.3755034663
2015-04-14,117470.97453300732
2015-04-15,117482.31407158154
2015-04-16,117270.63850395459
2015-04-17,116348.58779899853
2015-04-20,117306.53100578564
2015-04-21,117125.81381218212
2015-04-22,117631.43035118359
2015-04-23,117482.12081901806
2015-04-24,117344.82785026806
2015-04-27,117034.82716362255
2015-04-28,117286.50849144238
2015-04-29,117097.96034996289
2015-04-30,116244.07591240185
2015-05-01,117121.3749465205
2015-05-04,117837.89352409619
2015-05-05,116913.29420463818
2015-05-06,116681.74224083203
2015-05-07,117132.76974564583
2015-05-08,118139.00766831428
2015-05-11,117498.63169175178
2015-05-12,117054.82866745979
2015-05-13,117105.45659258532
2015-05-14,118212.17496874499
2015-05-15,117989.26254656482
2015-05-18,118284.32098772693
2015-05-19,118393.94893267321
2015-05-20,118226.12665178943
2015-05-21,118160.5308494823
2015-05-22,117943.7596473949
2015-05-26,117201.49881365466
2015-05-27,117934.76385882068
2015-05-28,117836.42902758288
2015-05-29,117107.12425615954
2015-06-01,117414.41371538806
2015-06-02,117334.11362078357
2015-06-03,117753.56701281237
2015-06-04,117020.85025408435
2015-06-05,116868.8871745279
2015-06-08,116224.65389053132
2015-06-09,116240.47455398347
2015-06-10,117068.5667170694
2015-06-11,117214.3528651407
2015-06-12,116726.86704818513
2015-06-15,116303.57143966462
2015-06-16,116585.46076766755
2015-06-17,116794.17085067536
2015-06-18,117792.01819412019
2015-06-19,117210.1647143932
2015-06-22,117840.64808231313
2015-06-23,118290.18711254103
2015-06-24,117935.36103221876
2015-06-25,117568.28698131544
2015-06-26,117637.98613140089
2015-06-29,115933.20993968946
2015-06-30,115970.53569269014
2015-07-01,116620.47679376436
2015-07-02,116614.43312311007
2015-07-06,116464.86705255343
2015-07-07,116906.76420831514
2015-07-08,115900.84913873507
2015-07-09,116233.66371393038
2015-07-10,117151.9160637839
2015-07-13,118069.11809015108
2015-07-14,118105.89085626436
2015-07-15,118379.26542901827
2015-07-16,119039.83770361228
2015-07-17,119564.50403967185
2015-07-20,120085.588374999
2015-07-21,119810.56245031639
2015-07-22,119568.79821386619
2015-07-23,118887.37345495506
2015-07-24,118531.08295812889
2015-07-27,117898.90779505887
2015-07-28,118886.998859512
2015-07-29,119258.66756068387
2015-07-30,119034.43764125028
2015-07-31,118783.43271213249
2015-08-03,118594.09295993522
2015-08-04,118605.34778171257
2015-08-05,119186.28795671105
2015-08-06,118733.6448903048
2015-08-07,118611.35076188683
2015-08-10,118964.98986100793
2015-08-11,118490.01873063683
2015-08-12,118362.81859635949
2015-08-13,118308.41281270956
2015-08-14,118678.10479879355
2015-08-17,118741.90832662558
2015-08-18,118596.3272414205
2015-08-19,118155.027239253
2015-08-20,116428.44049700678
2015-08-21,114355.87218729602
2015-08-24,112177.18682352648
2015-08-25,114192.25646478446
2015-08-26,114192.25646478446
2015-08-27,114192.25646478446
2015-08-28,114192.25646478446
2015-08-31,114192.25646478446
2015-09-01,113846.61326124756
2015-09-02,114429.4829076664
2015-09-03,114427.44276179238
2015-09-04,114425.19299067422
2015-09-08,114430.45330561562
2015-09-09,114430.0564245121
2015-09-10,114431.41143549843
2015-09-11,114432.29223383828
2015-09-14,114433.48942316933
2015-09-15,114432.82705439492
2015-09-16,114437.93588007851
2015-09-17,114438.03362788125
2015-09-18,114441.8892949955
2015-09-21,114443.72414912148
2015-09-22,114437.74375666543
2015-09-23,114439.48637141152
2015-09-24,114439.77204646035
2015-09-25,114439.06063593789
2015-09-28,114426.65479792519
2015-09-29,114421.71122492714
2015-09-30,114431.05659235879
2015-10-01,114434.72038020058
2015-10-02,114436.18307154436
2015-10-05,114438.737713268
2015-10-06,114437.63036768694
2015-10-07,114436.837322643
2015-10-08,114435.68452112933
2015-10-09,114438.50268214007
2015-10-12,114439.23336451311
2015-10-13,114438.95579188128
2015-10-14,114440.14823572894
2015-10-15,114442.60375635882
2015-10-16,114445.73624842425
2015-10-19,114446.28846400042
2015-10-20,114444.66564600726
2015-10-21,114443.59214442034
2015-10-22,114449.95914881487
2015-10-23,114452.37212794085
2015-10-26,114454.2130245473
2015-10-27,114455.36581080218
2015-10-28,114455.06553309222
2015-10-29,114455.12087672015
2015-10-30,114449.3515590932
2015-11-02,114449.038204601
2015-11-03,114448.88250391741
2015-11-04,114450.2872432973
2015-11-05,114461.1348995473
2015-11-06,114453.96905176897
2015-11-09,114455.34283106585
2015-11-10,114455.57494776507
2015-11-11,114457.75579493304
2015-11-12,114457.08460657854
2015-11-13,114447.7238888051
2015-11-16,114450.48550074358
2015-11-17,114451.35493128558
2015-11-18,114456.58895533343
2015-11-19,114454.8868374135
2015-11-20,114455.69680445452
2015-11-23,114454.96323817034
2015-11-24,114453.85589258929
2015-11-25,114454.49322169085
2015-11-27,114454.5725216176
2015-11-30,114452.17358057757
2015-12-01,114456.07523768206
2015-12-02,114453.99351160784
2015-12-03,114450.64294092913
2015-12-04,114454.21160547991
2015-12-07,114449.20554774065
2015-12-08,114447.07548182269
2015-12-09,114443.3283962514
2015-12-10,114446.24569361468
2015-12-11,114440.99473231097
2015-12-14,114444.73893397112
2015-12-15,114443.22927515765
2015-12-16,114447.67025416155
2015-12-17,114449.12334864397
2015-12-18,114446.092892101
2015-12-21,114447.5401729848
2015-12-22,114450.29887049456
2015-12-23,114448.55418055315
2015-12-24,114452.0415615346
2015-12-28,114452.55291407366
2015-12-29,114457.77415125628
2015-12-30,114455.71226160784
2015-12-31,114451.32784693499
2016-01-04,114446.49032252093
2016-01-05,114448.79302637835
2016-01-06,114446.68446009417
2016-01-07,114437.96519129534
2016-01-08,114438.0870479848
2016-01-11,114437.1523403432
2016-01-12,114442.13152735491
2016-01-13,114434.3399624135
2016-01-14,114442.73211329241
2016-01-15,114437.28411524554
2016-01-19,114443.0266231801
2016-01-20,114442.51404993792
2016-01-21,114442.13737147112
2016-01-22,114447.04838221331
2016-01-25,114445.20457117815
2016-01-26,114445.85882227679
2016-01-27,114440.12914698382
2016-01-28,114469.19389002581
2016-01-29,114476.63149683733
2016-02-01,114479.62716334124
2016-02-02,114017.31460437122
2016-02-03,113667.23719939533
2016-02-04,113597.95333018842
2016-02-05,112836.59759083333
2016-02-08,112513.06367620769
2016-02-09,112486.04659548345
2016-02-10,112591.25593873802
2016-02-11,112668.64153352323
2016-02-12,112774.50164201799
2016-02-16,113182.96868810001
2016-02-17,113499.22250243965
2016-02-18,113735.89019200149
2016-02-19,113917.76553538385
2016-02-22,114358.18492236677
2016-02-23,114241.30943432394
2016-02-24,114310.46042773071
2016-02-25,114381.45190522018
2016-02-26,114321.52633687797
2016-02-29,114219.83179494682
2016-03-01,114837.1767894322
2016-03-02,114964.53625833843
2016-03-03,114950.32024705264
2016-03-04,114654.17551553104
2016-03-07,114681.54170191142
2016-03-08,114479.91342272326
2016-03-09,114640.18460895514
2016-03-10,114770.6571350286
2016-03-11,115328.38665964102
2016-03-14,115276.83943082785
2016-03-15,115149.48908187842
2016-03-16,115491.07273853252
2016-03-17,115262.02615297267
2016-03-18,115402.08310401866
2016-03-21,115290.55708921382
2016-03-22,115355.68745410869
2016-03-23,115895.93102729747
2016-03-24,115906.11235177943
2016-03-28,116159.09383809993
2016-03-29,116577.03610933253
2016-03-30,116693.65779436061
2016-03-31,116271.88245332667
2016-04-01,116978.19958484599
2016-04-04,116707.26673877666
2016-04-05,116476.96866786906
2016-04-06,116926.69386899898
2016-04-07,116607.86773956248
2016-04-08,116808.20103681514
2016-04-11,116642.05877340266
2016-04-12,117073.94556558559
2016-04-13,116497.74930036494
2016-04-14,116258.29589403102
2016-04-15,116646.0723379893
2016-04-18,116902.15930021236
2016-04-19,116458.34678447673
2016-04-20,115981.03919780681
2016-04-21,115689.33424985835
2016-04-22,115550.56900775859
2016-04-25,116028.48596370647
2016-04-26,116121.66421926448
2016-04-27,116411.24977386424
2016-04-28,116152.52410924861
2016-04-29,116902.51895463893
2016-05-02,117677.6498893542
2016-05-03,117274.94665420482
2016-05-04,117180.50716197917
2016-05-05,116949.62400711009
2016-05-06,117569.21785152385
2016-05-09,117992.88575208613
2016-05-10,118866.34408986995
2016-05-11,118766.37064016292
2016-05-12,118766.92469156215
2016-05-13,120021.22968709895
2016-05-16,120223.54462182948
2016-05-17,119367.90125406215
2016-05-18,119356.6614965243
2016-05-19,119193.37376966281
2016-05-20,119291.19652643008
2016-05-23,119314.251703165
2016-05-24,119672.75304689212
2016-05-25,119590.52695169253
2016-05-26,119900.97494497104
2016-05-27,119938.1138743381
2016-05-31,119801.96900977893
2016-06-01,119954.26998748584
2016-06-02,119530.0991333942
2016-06-03,119586.01336135669
2016-06-06,118721.34621991916
2016-06-07,118683.28646998695
2016-06-08,118254.70894532494
2016-06-09,119123.99134736351
2016-06-10,118455.50377707771
2016-06-13,118279.12826781563
2016-06-14,118494.38628821663
2016-06-15,118549.56971268944
2016-06-16,119078.34185462288
2016-06-17,118758.42506985954
2016-06-20,118959.32471137337
2016-06-21,119275.00558047584
2016-06-22,119398.73298459343
2016-06-23,120085.40207152657
2016-06-24,119293.37818484596
2016-06-27,119529.25398211095
2016-06-28,119535.96966223333
2016-06-29,119775.40803866003
2016-06-30,120592.2983360729
2016-07-01,120398.18426375005
2016-07-05,120764.48995070074
2016-07-06,121212.98558907125
2016-07-07,121437.91532902334
2016-07-08,122284.16169314
2016-07-11,122443.95512866098
2016-07-12,122605.18810271341
2016-07-13,122745.40735100824
2016-07-14,123060.16346882898
2016-07-15,122778.2614345463
2016-07-18,122955.96696995813
2016-07-19,123540.80682276803
2016-07-20,123598.30962037164
2016-07-21,123560.67989157754
2016-07-22,124305.55785512048
2016-07-25,124788.31103896219
2016-07-26,124738.21353863794
2016-07-27,124407.58543681222
2016-07-28,124922.5942025097
2016-07-29,125374.18137787897
2016-08-01,125656.25715779382
2016-08-02,124760.63648269643
2016-08-03,124727.31552026738
2016-08-04,125516.20063064565
2016-08-05,126122.74620960225
2016-08-08,126143.35264108647
2016-08-09,126350.14661167134
2016-08-10,122880.57834861745
2016-08-11,122220.71041546886
2016-08-12,123527.7773715121
2016-08-15,123988.28703389382
2016-08-16,123430.82486239207
2016-08-17,123417.63646260035
2016-08-18,123943.33297386896
2016-08-19,124519.73837939036
2016-08-22,124668.8228172375
2016-08-23,123364.6947926594
2016-08-24,122635.84301558268
2016-08-25,122803.31828776133
2016-08-26,122873.257721336
2016-08-29,123889.57729378474
2016-08-30,123423.95281544459
2016-08-31,123884.44264546168
2016-09-01,124960.03497114909
2016-09-02,125266.11536632072
2016-09-06,125405.574079733
2016-09-07,124960.31657968056
2016-09-08,124814.8254077245
2016-09-09,123277.22787819397
2016-09-12,124038.1902590318
2016-09-13,123663.28837066129
2016-09-14,123645.56513302759
2016-09-15,124223.4273108764
2016-09-16,124253.98685245946
2016-09-19,124613.2973651214
2016-09-20,124676.43690269426
2016-09-21,125375.12405615285
2016-09-22,125857.1292868447
2016-09-23,125736.47358794925
2016-09-26,125450.99500803121
2016-09-27,125899.81267021829
2016-09-28,126156.21171401674
2016-09-29,125870.9202202886
2016-09-30,126046.81890244657
2016-10-03,126177.27028496438
2016-10-04,125642.1552278536
2016-10-05,125773.52489705259
2016-10-06,125812.39550115514
2016-10-07,123682.3023998921
2016-10-10,124677.03445064127
2016-10-11,124691.16027446392
2016-10-12,124801.8813141562
2016-10-13,124681.34254526868
2016-10-14,124615.59015977159
2016-10-17,124442.12644207253
2016-10-18,124634.32435500398
2016-10-19,124415.5365864016
2016-10-20,124383.95984375253
2016-10-21,124406.27678251042
2016-10-24,125116.04909538999
2016-10-25,125052.52927078046
2016-10-26,124866.08570541181
2016-10-27,124721.9180265788
2016-10-28,124378.86219657697
2016-10-31,124800.29717506208
2016-11-01,124604.85458150895
2016-11-02,124397.2303100886
2016-11-03,123933.99718642852
2016-11-04,123013.69511749131
2016-11-07,124545.44340218884
2016-11-08,125029.31300474984
2016-11-09,125939.99700238091
2016-11-10,125316.5799406944
2016-11-11,128538.56129552708
2016-11-14,129019.44327199846
2016-11-15,130946.84423535137
2016-11-16,131033.72183792858
2016-11-17,129890.15111820964
2016-11-18,130012.8612787035
2016-11-21,125074.30302088527
2016-11-22,125936.56193246166
2016-11-23,126440.02315708918
2016-11-25,127036.83971306605
2016-11-28,125740.86731478495
2016-11-29,126148.07229182047
2016-11-30,126448.07286879343
2016-12-01,125971.68294040355
2016-12-02,126431.02527477463
2016-12-05,127196.67996837814
2016-12-06,127769.45855476578
2016-12-07,128695.46738817413
2016-12-08,129278.55907489975
2016-12-09,129163.49284317215
2016-12-12,128823.59495830219
2016-12-13,128756.00370120685
2016-12-14,128763.11327409427
2016-12-15,129992.94932126682
2016-12-16,130986.56518745105
2016-12-19,130765.69583081882
2016-12-20,132333.37290429752
2016-12-21,132719.03228854816
2016-12-22,132407.55006408374
2016-12-23,133323.57419967334
2016-12-27,134611.0601088937
2016-12-28,132228.3045051034
2016-12-29,132450.1935937341
2016-12-30,131780.4270989831
2017-01-03,132383.84701275188
2017-01-04,133080.60116409618
2017-01-05,132963.05990194637
2017-01-06,133433.04354166347
2017-01-09,132692.2483146127
2017-01-10,132020.3624994691
2017-01-11,132266.82026504833
2017-01-12,131676.1925671037
2017-01-13,132556.84573196727
2017-01-17,132547.5895211633
2017-01-18,133101.03339504558
2017-01-19,133519.6757643159
2017-01-20,133682.21441149074
2017-01-23,133924.424217933
2017-01-24,136663.70258163768
2017-01-25,136964.14663385708
2017-01-26,137156.64629768688
2017-01-27,135924.66071056682
2017-01-30,135241.28380343312
2017-01-31,134694.69623658055
2017-02-01,136082.33599135274
2017-02-02,137109.09663928993
2017-02-03,137383.13551582344
2017-02-06,137674.74609817512
2017-02-07,136572.14272369392
2017-02-08,136274.1818782235
2017-02-09,136447.52370323188
2017-02-10,135600.46588768013
2017-02-13,134881.39919580467
2017-02-14,133770.96074356086
2017-02-15,133671.7634116555
2017-02-16,132905.2621914292
2017-02-17,133480.53239645011
2017-02-21,134362.09722627647
2017-02-22,133449.9303537751
2017-02-23,131308.25447048194
2017-02-24,131195.54880060203
2017-02-27,131944.09811319358
2017-02-28,131509.35159553535
2017-03-01,133607.86275447853
2017-03-02,133246.71915158434
2017-03-03,134793.09281167193
2017-03-06,135018.8721414487
2017-03-07,135515.52668437167
2017-03-08,133788.58033904238
2017-03-09,132743.29971989794
2017-03-10,132977.1476078908
2017-03-13,134373.29085358782
2017-03-14,133285.56149253054
2017-03-15,135152.63614138766
2017-03-16,135170.3642917554
2017-03-17,134994.64705952807
2017-03-20,136153.3909555356
2017-03-21,134534.40064868136
2017-03-22,135378.70200499697
2017-03-23,136038.8278752248
2017-03-24,137914.52360619488
2017-03-27,138569.95737494412
2017-03-28,138748.66756508607
2017-03-29,139651.29724762696
2017-03-30,140566.9541584478
2017-03-31,140950.97616019112
2017-04-03,140274.08255686623
2017-04-04,139262.78325381142
2017-04-05,137983.2481538282
2017-04-06,139196.34840264183
2017-04-07,139025.62676014763
2017-04-10,137849.87858023506
2017-04-11,137083.04305424553
2017-04-12,136065.3662330137
2017-04-13,135621.80990376335
2017-04-17,136142.0197739119
2017-04-18,135964.38460965102
2017-04-19,135080.86174769347
2017-04-20,136372.6998517898
2017-04-21,135073.72378996882
2017-04-24,134784.59962348017
2017-04-25,136110.65707568201
2017-04-26,135776.71814755473
2017-04-27,136472.71480492625
2017-04-28,136276.89033965144
2017-05-01,137851.46499136958
2017-05-02,137521.53849065467
2017-05-03,137810.5364531295
2017-05-04,137567.0320953147
2017-05-05,137925.69400251075
2017-05-08,137693.76988732978
2017-05-09,138436.70874107047
2017-05-10,140548.0048183219
2017-05-11,140621.40790546103
2017-05-12,140541.10467040702
2017-05-15,140963.24091327353
2017-05-16,141150.7648137824
2017-05-17,138600.35774028464
2017-05-18,139471.4614285247
2017-05-19,140020.4801577346
2017-05-22,140550.18506372138
2017-05-23,140560.7934726493
2017-05-24,141300.05471217795
2017-05-25,141762.04459703132
2017-05-26,142363.69908559485
2017-05-30,143449.7111371772
2017-05-31,143542.98265907838
2017-06-01,143565.3436667688
2017-06-02,143883.25735542848
2017-06-05,144155.16028235032
2017-06-06,144376.48378012254
2017-06-07,145353.49466917588
2017-06-08,145904.34071037843
2017-06-09,143598.9945037134
2017-06-12,144194.1896803148
2017-06-13,144598.9232623346
2017-06-14,144139.56640312745
2017-06-15,143687.09868595673
2017-06-16,142978.30881664826
2017-06-19,144561.2914211519
2017-06-20,144081.87854597642
2017-06-21,145270.66528532578
2017-06-22,145057.2324449785
2017-06-23,144652.53881189896
2017-06-26,145288.61273167207
2017-06-27,144182.81456682755
2017-06-28,145113.35573170258
2017-06-29,144064.96153471543
2017-06-30,142534.95531056
2017-07-03,141517.3258702524
2017-07-05,142829.36333090242
2017-07-06,141999.95940619882
2017-07-07,142378.61350876268
2017-07-10,142495.86355310853
2017-07-11,143535.31980592187
2017-07-12,144403.38724142488
2017-07-13,144423.78458744462
2017-07-14,145434.66390854295
2017-07-17,145604.67648750718
2017-07-18,145690.69991165574
2017-07-19,145721.09318930085
2017-07-20,145727.9604402202
2017-07-21,145440.23364359315
2017-07-24,143913.46767765458
2017-07-25,143022.61703877998
2017-07-26,142939.71972852302
2017-07-27,143531.006637388
2017-07-28,142756.57893043113
2017-07-31,141785.95954280448
2017-08-01,142422.4031129415
2017-08-02,140705.44293941226
2017-08-03,139430.26131166186
2017-08-04,139856.34845794406
2017-08-07,142374.2124544498
2017-08-08,142474.20997645406
2017-08-09,142211.09038202054
2017-08-10,139349.72088853605
2017-08-11,140296.08473340757
2017-08-14,143285.48009147053
2017-08-15,143925.11026038532
2017-08-16,145317.28311576252
2017-08-17,143103.86854686146
2017-08-18,144227.09285201435
2017-08-21,142842.89576186542
2017-08-22,145056.507038492
2017-08-23,144848.58851088886
2017-08-24,144021.99152411823
2017-08-25,143783.8667997301
2017-08-28,145170.1729654253
2017-08-29,145850.34107055073
2017-08-30,146577.12447007786
2017-08-31,147350.5788529743
2017-09-01,148096.7022107471
2017-09-05,146780.3577597965
2017-09-06,147092.62371572148
2017-09-07,148354.4600232471
2017-09-08,147295.3637603153
2017-09-11,149315.10640843998
2017-09-12,150514.17926820408
2017-09-13,150778.54472955357
2017-09-14,150900.4928515781
2017-09-15,151819.8812936176
2017-09-18,153877.02702172886
2017-09-19,154275.1508596327
2017-09-20,153344.3444345381
2017-09-21,152776.51720217726
2017-09-22,153714.1408527281
2017-09-25,150691.95578745863
2017-09-26,149910.60356401064
2017-09-27,155092.995438324
2017-09-28,156430.81453965761
2017-09-29,158342.12069754762
2017-10-02,159072.74290137453
2017-10-03,159555.0485597378
2017-10-04,159009.7156892544
2017-10-05,158970.15114457667
2017-10-06,159060.9464326626
2017-10-09,159967.44599015772
2017-10-10,160526.9316316372
2017-10-11,160562.5612703091
2017-10-12,159441.6107850796
2017-10-13,159754.2359376675
2017-10-16,160218.86432511866
2017-10-17,159862.45139864506
2017-10-18,160360.84187105717
2017-10-19,160211.6756875855
2017-10-20,160605.7836587769
2017-10-23,160719.5520761353
2017-10-24,160637.10780123295
2017-10-25,159775.59206942143
2017-10-26,159624.52465609135
2017-10-27,159682.3789346558
2017-10-30,159741.99406221928
2017-10-31,161843.23248079838
2017-11-01,161874.00431612553
2017-11-02,162657.27398568531
2017-11-03,162428.32864266774
2017-11-06,162034.05766183278
2017-11-07,163311.9852026545
2017-11-08,163647.66884981026
2017-11-09,161856.67057023873
2017-11-10,163917.8587988459
2017-11-13,164694.44652162422
2017-11-14,164862.40084443917
2017-11-15,164036.49185167183
2017-11-16,165934.3481901728
2017-11-17,165316.16271577706
2017-11-20,167692.03565202584
2017-11-21,170042.22506700386
2017-11-22,169051.94266515723
2017-11-24,169937.97205358496
2017-11-27,167312.47063451758
2017-11-28,167442.8186646079
2017-11-29,159455.3721008872
2017-11-30,158269.31079870215
2017-12-01,156848.61390346603
2017-12-04,155704.0015662291
2017-12-05,155873.09269171738
2017-12-06,155936.29724722885
2017-12-07,156502.88245612168
2017-12-08,156484.2366545775
2017-12-11,156295.08088522934
2017-12-12,155473.5607016661
2017-12-13,155422.16014319443
2017-12-14,155297.3603919127
2017-12-15,155751.83148032211
2017-12-18,158068.28388434433
2017-12-19,158381.8864615538
2017-12-20,159406.27561408066
2017-12-21,158861.33365742466
2017-12-22,158639.42577091954
2017-12-26,158399.4390727689
2017-12-27,158265.8100901324
2017-12-28,157589.47172267025
2017-12-29,156938.5656862933
2018-01-02,159015.81673152035
2018-01-03,160063.68646723812
2018-01-04,161293.94437892025
2018-01-05,161680.3307276446
2018-01-08,161249.12869364803
2018-01-09,159626.83888728207
2018-01-10,160330.71471507137
2018-01-11,160357.6592951495
2018-01-12,160975.79018504207
2018-01-16,160009.62727839535
2018-01-17,161141.8826533038
2018-01-18,161314.05734355038
2018-01-19,161780.33300501888
2018-01-22,162117.70301158016
2018-01-23,163355.92596537655
2018-01-24,162624.3956607656
2018-01-25,162639.06876982015
2018-01-26,164045.10997045797
2018-01-29,164022.50766218465
2018-01-30,162728.75419224065
2018-01-31,164153.5009678678
2018-02-01,162971.7258366422
2018-02-02,160776.746906712
2018-02-05,156573.82141251798
2018-02-06,153989.0346254245
2018-02-07,153989.0346254245
2018-02-08,153989.0346254245
2018-02-09,153989.0346254245
2018-02-12,153989.0346254245
2018-02-13,153989.0346254245
2018-02-14,155787.75531034806
2018-02-15,157128.95182733872
2018-02-16,156850.79722051957
2018-02-20,156727.25843077042
2018-02-21,155823.04978590348
2018-02-22,156273.59826403
2018-02-23,157165.31081610062
2018-02-26,158222.9955695186
2018-02-27,157483.13611822465
2018-02-28,159194.2104534668
2018-03-01,158061.2086195884
2018-03-02,159374.25234343362
2018-03-05,160440.24527861428
2018-03-06,161602.16586233926
2018-03-07,160980.0965693171
2018-03-08,161392.17472960305
2018-03-09,161275.8982373139
2018-03-12,163614.33157144717
2018-03-13,163433.3040445917
2018-03-14,163446.1402348154
2018-03-15,162792.0731371515
2018-03-16,163652.91639505557
2018-03-19,162972.4894611614
2018-03-20,163889.56044285826
2018-03-21,164205.80089180998
2018-03-22,162549.5318087869
2018-03-23,160837.24108880095
2018-03-26,161825.7025069528
2018-03-27,159771.0036410623
2018-03-28,159407.94419758848
2018-03-29,160490.73819630675
2018-04-02,158952.37751000456
2018-04-03,160331.6818049085
2018-04-04,161626.90770746587
2018-04-05,160611.8848736417
2018-04-06,159176.96186376928
2018-04-09,158750.59065462468
2018-04-10,160233.68604017614
2018-04-11,159944.66115404485
2018-04-12,161236.89870764135
2018-04-13,160444.631543411
2018-04-16,160850.2861073148
2018-04-17,161647.225832237
2018-04-18,162056.07776762365
2018-04-19,160604.65088392614
2018-04-20,160325.4538834226
2018-04-23,159778.44641710637
2018-04-24,158966.94775225042
2018-04-25,158989.9750778806
2018-04-26,160949.08272482274
2018-04-27,160732.54714418767
2018-04-30,159492.4311545026
2018-05-01,159347.4700091016
2018-05-02,158801.1797185063
2018-05-03,159209.46514512296
2018-05-04,159676.28419734235
